Date,Rainfall amount (millimetres)
12/05/03,1.4
12/06/03,0
12/07/03,0
12/08/03,0
12/09/03,0
12/10/03,0
12/11/03,0.2
12/12/03,0
12/13/03,1.8
12/14/03,0
12/15/03,0
12/16/03,0
12/17/03,0
12/18/03,0
12/19/03,14.2
12/20/03,0
12/21/03,2.4
12/22/03,6.4
12/23/03,5.4
12/24/03,0
12/25/03,0
12/26/03,0
12/27/03,0
12/28/03,0
12/29/03,0
12/30/03,0
12/31/03,0
01/01/04,0
01/02/04,0
01/03/04,0
01/04/04,0
01/05/04,8.4
01/06/04,0
01/07/04,0
01/08/04,3.2
01/09/04,0.2
01/10/04,0
01/11/04,0
01/12/04,0
01/13/04,0
01/14/04,0
01/15/04,0
01/16/04,0
01/17/04,1.2
01/18/04,0
01/19/04,0
01/20/04,0
01/21/04,0
01/22/04,0
01/23/04,0
01/24/04,0
01/25/04,0
01/26/04,0
01/27/04,0
01/28/04,0
01/29/04,2.6
01/30/04,45.4
01/31/04,2.2
02/01/04,0.2
02/02/04,1.2
02/03/04,0
02/04/04,0
02/05/04,0
02/06/04,0
02/07/04,0
02/08/04,0
02/09/04,0
02/10/04,0
02/11/04,4.2
02/12/04,3
02/13/04,0
02/14/04,0
02/15/04,4
02/16/04,0
02/17/04,0
02/18/04,0
02/19/04,0
02/20/04,0
02/21/04,0
02/22/04,0.4
02/23/04,0
02/24/04,0
02/25/04,0
02/26/04,0
02/27/04,0
02/28/04,0
02/29/04,0
03/01/04,0
03/02/04,0
03/03/04,0
03/04/04,0
03/05/04,0
03/06/04,0
03/07/04,0.4
03/08/04,0.8
03/09/04,4.6
03/10/04,0.2
03/11/04,0
03/12/04,0
03/13/04,0
03/14/04,0
03/15/04,0
03/16/04,0
03/17/04,0
03/18/04,0
03/19/04,0
03/20/04,0
03/21/04,0
03/22/04,0
03/23/04,0
03/24/04,0
03/25/04,0
03/26/04,0
03/27/04,0
03/28/04,0
03/29/04,6.8
03/30/04,1.6
03/31/04,0.4
04/01/04,0
04/02/04,0.2
04/03/04,0
04/04/04,0
04/05/04,0
04/06/04,0
04/07/04,0
04/08/04,0
04/09/04,0
04/10/04,0
04/11/04,0.4
04/12/04,0
04/13/04,0
04/14/04,0
04/15/04,0
04/16/04,0
04/17/04,0
04/18/04,3.6
04/19/04,0
04/20/04,0
04/21/04,0
04/22/04,0
04/23/04,21.8
04/24/04,22.8
04/25/04,0
04/26/04,0
04/27/04,3
04/28/04,0
04/29/04,0
04/30/04,0
05/01/04,4
05/02/04,3.8
05/03/04,0.2
05/04/04,0
05/05/04,2.2
05/06/04,0
05/07/04,0
05/08/04,0.2
05/09/04,0
05/10/04,0
05/11/04,0
05/12/04,0
05/13/04,0
05/14/04,0
05/15/04,0
05/16/04,0
05/17/04,0
05/18/04,2.6
05/19/04,2.4
05/20/04,0
05/21/04,1.4
05/22/04,0
05/23/04,0
05/24/04,0
05/25/04,0
05/26/04,1.2
05/27/04,8.8
05/28/04,1.8
05/29/04,0.6
05/30/04,0
05/31/04,0
06/01/04,0
06/02/04,0.8
06/03/04,0
06/04/04,2.4
06/05/04,0
06/06/04,0
06/07/04,0
06/08/04,0
06/09/04,0.2
06/10/04,8
06/11/04,0
06/12/04,0
06/13/04,0
06/14/04,0
06/15/04,6.4
06/16/04,0.2
06/17/04,0
06/18/04,12.2
06/19/04,1.8
06/20/04,2.2
06/21/04,0.8
06/22/04,0
06/23/04,0
06/24/04,0
06/25/04,1.2
06/26/04,2
06/27/04,0
06/28/04,0
06/29/04,0
06/30/04,0
07/01/04,4.2
07/02/04,0
07/03/04,0
07/04/04,0
07/05/04,0
07/06/04,1.2
07/07/04,2
07/08/04,2.6
07/09/04,0
07/10/04,0
07/11/04,0
07/12/04,2
07/13/04,1
07/14/04,0
07/15/04,0.2
07/16/04,0
07/17/04,4.4
07/18/04,0.8
07/19/04,0
07/20/04,0
07/21/04,0
07/22/04,0
07/23/04,0
07/24/04,4
07/25/04,0.4
07/26/04,0
07/27/04,0.4
07/28/04,0
07/29/04,4.4
07/30/04,0
07/31/04,0
08/01/04,0
08/02/04,1.6
08/03/04,4.4
08/04/04,5.8
08/05/04,2
08/06/04,4.8
08/07/04,1.2
08/08/04,3.6
08/09/04,0.8
08/10/04,0.4
08/11/04,0.6
08/12/04,0
08/13/04,0
08/14/04,12.4
08/15/04,11.8
08/16/04,0
08/17/04,0
08/18/04,0
08/19/04,0
08/20/04,0
08/21/04,0
08/22/04,0
08/23/04,3.4
08/24/04,0
08/25/04,0
08/26/04,0
08/27/04,1
08/28/04,0
08/29/04,0
08/30/04,12.2
08/31/04,6.2
09/01/04,0.8
09/02/04,0
09/03/04,0
09/04/04,8.4
09/05/04,0
09/06/04,0
09/07/04,0
09/08/04,16
09/09/04,4.8
09/10/04,0
09/11/04,13
09/12/04,5
09/13/04,0.2
09/14/04,2.4
09/15/04,0.4
09/16/04,2
09/17/04,0
09/18/04,0
09/19/04,0
09/20/04,0
09/21/04,0
09/22/04,0
09/23/04,3.6
09/24/04,0
09/25/04,0
09/26/04,0
09/27/04,0
09/28/04,0
09/29/04,8.2
09/30/04,0.2
10/01/04,0
10/02/04,0
10/03/04,0
10/04/04,0.6
10/05/04,0.4
10/06/04,0.2
10/07/04,0
10/08/04,3.8
10/09/04,0
10/10/04,0
10/11/04,0
10/12/04,0
10/13/04,0
10/14/04,10.8
10/15/04,0.2
10/16/04,1.6
10/17/04,0
10/18/04,0
10/19/04,0
10/20/04,0
10/21/04,0
10/22/04,0
10/23/04,0
10/24/04,0
10/25/04,0
10/26/04,0
10/27/04,26
10/28/04,21.2
10/29/04,0
10/30/04,0
10/31/04,0
11/01/04,0
11/02/04,0
11/03/04,19.6
11/04/04,0
11/05/04,25
11/06/04,9.2
11/07/04,10.4
11/08/04,16.8
11/09/04,0
11/10/04,0
11/11/04,0
11/12/04,10.6
11/13/04,21.8
11/14/04,9.4
11/15/04,0
11/16/04,0
11/17/04,0
11/18/04,0
11/19/04,0.4
11/20/04,0
11/21/04,0
11/22/04,0.2
11/23/04,0
11/24/04,0
11/25/04,0
11/26/04,0
11/27/04,0
11/28/04,0
11/29/04,0
11/30/04,0
12/01/04,3.8
12/02/04,2.2
12/03/04,0
12/04/04,0
12/05/04,0
12/06/04,0
12/07/04,15.4
12/08/04,0
12/09/04,4.6
12/10/04,2.8
12/11/04,3.8
12/12/04,0.2
12/13/04,2.6
12/14/04,1.2
12/15/04,1.8
12/16/04,0
12/17/04,0
12/18/04,0
12/19/04,0
12/20/04,0
12/21/04,0
12/22/04,0
12/23/04,0
12/24/04,0
12/25/04,0
12/26/04,0
12/27/04,1.8
12/28/04,12.8
12/29/04,6
12/30/04,0
12/31/04,0
01/01/05,0
01/02/05,0
01/03/05,0
01/04/05,7.8
01/05/05,0.6
01/06/05,1.4
01/07/05,0
01/08/05,2.6
01/09/05,0.2
01/10/05,0
01/11/05,0
01/12/05,0
01/13/05,0
01/14/05,0
01/15/05,0.2
01/16/05,4
01/17/05,0
01/18/05,0
01/19/05,0
01/20/05,0
01/21/05,0
01/22/05,0
01/23/05,0
01/24/05,0
01/25/05,0
01/26/05,0
01/27/05,1.2
01/28/05,0
01/29/05,1
01/30/05,4.8
01/31/05,0
02/01/05,0
02/02/05,25
02/03/05,113.4
02/04/05,0.2
02/05/05,0
02/06/05,0
02/07/05,0
02/08/05,6.4
02/09/05,18.2
02/10/05,0
02/11/05,0
02/12/05,1.4
02/13/05,0
02/14/05,0
02/15/05,2.4
02/16/05,0.4
02/17/05,0
02/18/05,0
02/19/05,0
02/20/05,0
02/21/05,0
02/22/05,0
02/23/05,0
02/24/05,0
02/25/05,0
02/26/05,0
02/27/05,0
02/28/05,0
03/01/05,0
03/02/05,0
03/03/05,0
03/04/05,0
03/05/05,2
03/06/05,3.2
03/07/05,0.2
03/08/05,1.2
03/09/05,0
03/10/05,0.8
03/11/05,0
03/12/05,0
03/13/05,0
03/14/05,0
03/15/05,0
03/16/05,0.6
03/17/05,0
03/18/05,0
03/19/05,0
03/20/05,0
03/21/05,0
03/22/05,0
03/23/05,0
03/24/05,0
03/25/05,0.2
03/26/05,0
03/27/05,0
03/28/05,0.4
03/29/05,0
03/30/05,0
03/31/05,0
04/01/05,0
04/02/05,0
04/03/05,0.2
04/04/05,0.8
04/05/05,0
04/06/05,0
04/07/05,0
04/08/05,0
04/09/05,0
04/10/05,0
04/11/05,6.2
04/12/05,0
04/13/05,0
04/14/05,6.2
04/15/05,15.8
04/16/05,0
04/17/05,0
04/18/05,0
04/19/05,0
04/20/05,0
04/21/05,0
04/22/05,0
04/23/05,0
04/24/05,0
04/25/05,0
04/26/05,0
04/27/05,0
04/28/05,0
04/29/05,1.4
04/30/05,0
05/01/05,3.2
05/02/05,0
05/03/05,0
05/04/05,0
05/05/05,0
05/06/05,0.2
05/07/05,0
05/08/05,0
05/09/05,0
05/10/05,0
05/11/05,0
05/12/05,0.4
05/13/05,0
05/14/05,0
05/15/05,0
05/16/05,0
05/17/05,0
05/18/05,0
05/19/05,0
05/20/05,0
05/21/05,0
05/22/05,0
05/23/05,0
05/24/05,4
05/25/05,0.2
05/26/05,0.8
05/27/05,1.2
05/28/05,0.2
05/29/05,0.4
05/30/05,0
05/31/05,0
06/01/05,0.4
06/02/05,0
06/03/05,0
06/04/05,0
06/05/05,0
06/06/05,0
06/07/05,0
06/08/05,0
06/09/05,9.8
06/10/05,1.2
06/11/05,13.4
06/12/05,0.2
06/13/05,0
06/14/05,8
06/15/05,0
06/16/05,1.8
06/17/05,0.8
06/18/05,0
06/19/05,0.6
06/20/05,0.4
06/21/05,2
06/22/05,2.8
06/23/05,1.2
06/24/05,0
06/25/05,0
06/26/05,0
06/27/05,0
06/28/05,0
06/29/05,0
06/30/05,0
07/01/05,2.6
07/02/05,1.6
07/03/05,0.2
07/04/05,0
07/05/05,0
07/06/05,0
07/07/05,0
07/08/05,0
07/09/05,0.6
07/10/05,6.4
07/11/05,0.4
07/12/05,0
07/13/05,0.6
07/14/05,2.4
07/15/05,3
07/16/05,0
07/17/05,1.6
07/18/05,0
07/19/05,0
07/20/05,0
07/21/05,0
07/22/05,0
07/23/05,0
07/24/05,0
07/25/05,3.4
07/26/05,1
07/27/05,1.4
07/28/05,0
07/29/05,0
07/30/05,0
07/31/05,0
08/01/05,0
08/02/05,0
08/03/05,0
08/04/05,13
08/05/05,3
08/06/05,0
08/07/05,0
08/08/05,3.6
08/09/05,0
08/10/05,4.8
08/11/05,0
08/12/05,3.2
08/13/05,0.2
08/14/05,0
08/15/05,1
08/16/05,1.8
08/17/05,0
08/18/05,0
08/19/05,0
08/20/05,10.4
08/21/05,0.4
08/22/05,6
08/23/05,0.8
08/24/05,0.4
08/25/05,0
08/26/05,0
08/27/05,0
08/28/05,0
08/29/05,0
08/30/05,0.6
08/31/05,10.2
09/01/05,0
09/02/05,0
09/03/05,0
09/04/05,0
09/05/05,0
09/06/05,0
09/07/05,0
09/08/05,0
09/09/05,0.2
09/10/05,2
09/11/05,0.8
09/12/05,12
09/13/05,1.4
09/14/05,0.4
09/15/05,0.6
09/16/05,0.2
09/17/05,0
09/18/05,6
09/19/05,1
09/20/05,2.4
09/21/05,0
09/22/05,0
09/23/05,2
09/24/05,1
09/25/05,0
09/26/05,0.2
09/27/05,0.2
09/28/05,0
09/29/05,10.6
09/30/05,0
10/01/05,0
10/02/05,0
10/03/05,0
10/04/05,0
10/05/05,0
10/06/05,0.2
10/07/05,0
10/08/05,12.2
10/09/05,0.8
10/10/05,0
10/11/05,3.2
10/12/05,0.8
10/13/05,0
10/14/05,0
10/15/05,0
10/16/05,0
10/17/05,0
10/18/05,0
10/19/05,0
10/20/05,5.6
10/21/05,5.6
10/22/05,6
10/23/05,1.2
10/24/05,1.2
10/25/05,1.4
10/26/05,0.6
10/27/05,0.2
10/28/05,0
10/29/05,0
10/30/05,2.6
10/31/05,0
11/01/05,0
11/02/05,0
11/03/05,2.8
11/04/05,0
11/05/05,0
11/06/05,0
11/07/05,0
11/08/05,12.6
11/09/05,0.6
11/10/05,1.4
11/11/05,5.4
11/12/05,0.8
11/13/05,1.2
11/14/05,0
11/15/05,26.6
11/16/05,0
11/17/05,0
11/18/05,0
11/19/05,3
11/20/05,0
11/21/05,0
11/22/05,0
11/23/05,0
11/24/05,0
11/25/05,2
11/26/05,1.2
11/27/05,0
11/28/05,0
11/29/05,0
11/30/05,0
12/01/05,0
12/02/05,0
12/03/05,38.2
12/04/05,0
12/05/05,0
12/06/05,0
12/07/05,33.2
12/08/05,0
12/09/05,0
12/10/05,0
12/11/05,0
12/12/05,0
12/13/05,6.2
12/14/05,0
12/15/05,0
12/16/05,1.2
12/17/05,0
12/18/05,0
12/19/05,0.6
12/20/05,0
12/21/05,0
12/22/05,0.2
12/23/05,0
12/24/05,2
12/25/05,0
12/26/05,0
12/27/05,0
12/28/05,0
12/29/05,0
12/30/05,0
12/31/05,0
01/01/06,0
01/02/06,12.4
01/03/06,0
01/04/06,0
01/05/06,0
01/06/06,0
01/07/06,0
01/08/06,0
01/09/06,0
01/10/06,0
01/11/06,11.2
01/12/06,2.6
01/13/06,0.4
01/14/06,0
01/15/06,0
01/16/06,0
01/17/06,0
01/18/06,0
01/19/06,0
01/20/06,0
01/21/06,4.4
01/22/06,0
01/23/06,0
01/24/06,0
01/25/06,0
01/26/06,0
01/27/06,0.6
01/28/06,3.2
01/29/06,15.8
01/30/06,2.8
01/31/06,0.8
02/01/06,0
02/02/06,5.2
02/03/06,0
02/04/06,0
02/05/06,0
02/06/06,0
02/07/06,0
02/08/06,0
02/09/06,0.4
02/10/06,19
02/11/06,0
02/12/06,0
02/13/06,0.2
02/14/06,0
02/15/06,0
02/16/06,0
02/17/06,0
02/18/06,0
02/19/06,0.2
02/20/06,0
02/21/06,0
02/22/06,0
02/23/06,0
02/24/06,0
02/25/06,0.4
02/26/06,47
02/27/06,0
02/28/06,0
03/01/06,0
03/02/06,0
03/03/06,0
03/04/06,0
03/05/06,0
03/06/06,0
03/07/06,0
03/08/06,0
03/09/06,0
03/10/06,0
03/11/06,0
03/12/06,0
03/13/06,15.2
03/14/06,0.2
03/15/06,0
03/16/06,0.2
03/17/06,0.4
03/18/06,0
03/19/06,0
03/20/06,0
03/21/06,0
03/22/06,0
03/23/06,0
03/24/06,0
03/25/06,0
03/26/06,0
03/27/06,0
03/28/06,0
03/29/06,0
03/30/06,0
03/31/06,0
04/01/06,8.2
04/02/06,0.4
04/03/06,0
04/04/06,0
04/05/06,0
04/06/06,6
04/07/06,0.6
04/08/06,0
04/09/06,0
04/10/06,0
04/11/06,0
04/12/06,0
04/13/06,0
04/14/06,1.4
04/15/06,10.8
04/16/06,2.8
04/17/06,0
04/18/06,0
04/19/06,0
04/20/06,4.2
04/21/06,7.2
04/22/06,0.4
04/23/06,0
04/24/06,0.2
04/25/06,0
04/26/06,0
04/27/06,0
04/28/06,0
04/29/06,1.8
04/30/06,1
05/01/06,12.2
05/02/06,3.6
05/03/06,6.4
05/04/06,0
05/05/06,0
05/06/06,11.8
05/07/06,6
05/08/06,5.2
05/09/06,0
05/10/06,7
05/11/06,0
05/12/06,0
05/13/06,0
05/14/06,0
05/15/06,2.6
05/16/06,0
05/17/06,0
05/18/06,0
05/19/06,0
05/20/06,0
05/21/06,0
05/22/06,7.6
05/23/06,1.4
05/24/06,0
05/25/06,0
05/26/06,0
05/27/06,0
05/28/06,0
05/29/06,2.8
05/30/06,0.4
05/31/06,0
06/01/06,0
06/02/06,0.2
06/03/06,1.8
06/04/06,0
06/05/06,0
06/06/06,0
06/07/06,0
06/08/06,0
06/09/06,0
06/10/06,0
06/11/06,0
06/12/06,1.6
06/13/06,0
06/14/06,0
06/15/06,0
06/16/06,1.4
06/17/06,0
06/18/06,0
06/19/06,0
06/20/06,0
06/21/06,0
06/22/06,0
06/23/06,3.4
06/24/06,0
06/25/06,0.4
06/26/06,0
06/27/06,0
06/28/06,0
06/29/06,0
06/30/06,0
07/01/06,0
07/02/06,2
07/03/06,12.4
07/04/06,0
07/05/06,0
07/06/06,2.2
07/07/06,0
07/08/06,2.2
07/09/06,0.6
07/10/06,0
07/11/06,0
07/12/06,2.8
07/13/06,0.2
07/14/06,0
07/15/06,4.8
07/16/06,9.2
07/17/06,0
07/18/06,0
07/19/06,0
07/20/06,0
07/21/06,0
07/22/06,0
07/23/06,0.8
07/24/06,10
07/25/06,0
07/26/06,0.2
07/27/06,0
07/28/06,0
07/29/06,0
07/30/06,0.6
07/31/06,3.6
08/01/06,5
08/02/06,0
08/03/06,1.4
08/04/06,3.2
08/05/06,0
08/06/06,0
08/07/06,0
08/08/06,0
08/09/06,0
08/10/06,0
08/11/06,0
08/12/06,0
08/13/06,0
08/14/06,0
08/15/06,0.6
08/16/06,0
08/17/06,2
08/18/06,0
08/19/06,0.2
08/20/06,0
08/21/06,0
08/22/06,0.6
08/23/06,0.4
08/24/06,16.8
08/25/06,4.2
08/26/06,0
08/27/06,0
08/28/06,0
08/29/06,0
08/30/06,0
08/31/06,0
09/01/06,0
09/02/06,0
09/03/06,1.4
09/04/06,4
09/05/06,0
09/06/06,8.6
09/07/06,8.8
09/08/06,1.8
09/09/06,3.4
09/10/06,0.2
09/11/06,0
09/12/06,0
09/13/06,0
09/14/06,0
09/15/06,0
09/16/06,0
09/17/06,0
09/18/06,0
09/19/06,0
09/20/06,1.4
09/21/06,0.2
09/22/06,0
09/23/06,0
09/24/06,3.2
09/25/06,3.6
09/26/06,0
09/27/06,0
09/28/06,0
09/29/06,0
09/30/06,0
10/01/06,0
10/02/06,0
10/03/06,0
10/04/06,0
10/05/06,0.4
10/06/06,0
10/07/06,0
10/08/06,0.6
10/09/06,0
10/10/06,0
10/11/06,0
10/12/06,0
10/13/06,0
10/14/06,0
10/15/06,0
10/16/06,0
10/17/06,0
10/18/06,0.6
10/19/06,0.2
10/20/06,0
10/21/06,1.4
10/22/06,0.4
10/23/06,0
10/24/06,0
10/25/06,0.2
10/26/06,0.2
10/27/06,0
10/28/06,5
10/29/06,0.2
10/30/06,0
10/31/06,0
11/01/06,0
11/02/06,4.6
11/03/06,8.4
11/04/06,0
11/05/06,0
11/06/06,0
11/07/06,0
11/08/06,0
11/09/06,0
11/10/06,0
11/11/06,0
11/12/06,0.6
11/13/06,1
11/14/06,0.2
11/15/06,0.4
11/16/06,8.6
11/17/06,0.2
11/18/06,0
11/19/06,0
11/20/06,0
11/21/06,0.4
11/22/06,0
11/23/06,0
11/24/06,0
11/25/06,0
11/26/06,0
11/27/06,0
11/28/06,0
11/29/06,0.4
11/30/06,0
12/01/06,0
12/02/06,0
12/03/06,0
12/04/06,0
12/05/06,0
12/06/06,0
12/07/06,0
12/08/06,0
12/09/06,0
12/10/06,0
12/11/06,0
12/12/06,0
12/13/06,0
12/14/06,0
12/15/06,3.2
12/16/06,0
12/17/06,0
12/18/06,0
12/19/06,0
12/20/06,0
12/21/06,0
12/22/06,0
12/23/06,5.2
12/24/06,0
12/25/06,0.6
12/26/06,7.8
12/27/06,1.6
12/28/06,0
12/29/06,0
12/30/06,0
12/31/06,0
01/01/07,0.2
01/02/07,0.2
01/03/07,0
01/04/07,0
01/05/07,0
01/06/07,0
01/07/07,0
01/08/07,1
01/09/07,0
01/10/07,0
01/11/07,0
01/12/07,0
01/13/07,0
01/14/07,0
01/15/07,0
01/16/07,0
01/17/07,0
01/18/07,0
01/19/07,7.2
01/20/07,1.2
01/21/07,15.8
01/22/07,0.2
01/23/07,0
01/24/07,0
01/25/07,0
01/26/07,0
01/27/07,6
01/28/07,1.2
01/29/07,0
01/30/07,0
01/31/07,0.4
02/01/07,0
02/02/07,0
02/03/07,0
02/04/07,0
02/05/07,0
02/06/07,0
02/07/07,0
02/08/07,0
02/09/07,0
02/10/07,0
02/11/07,1
02/12/07,0
02/13/07,0
02/14/07,0.2
02/15/07,0
02/16/07,0
02/17/07,0
02/18/07,0
02/19/07,4.2
02/20/07,0
02/21/07,0
02/22/07,0
02/23/07,0
02/24/07,5.8
02/25/07,0
02/26/07,0
02/27/07,0
02/28/07,2
03/01/07,0
03/02/07,0
03/03/07,0
03/04/07,0.4
03/05/07,0
03/06/07,0
03/07/07,0
03/08/07,0
03/09/07,0
03/10/07,0
03/11/07,0
03/12/07,0
03/13/07,0
03/14/07,0
03/15/07,0
03/16/07,4.8
03/17/07,0.2
03/18/07,0
03/19/07,0
03/20/07,1.4
03/21/07,1
03/22/07,0
03/23/07,0
03/24/07,24.2
03/25/07,0.8
03/26/07,0
03/27/07,0
03/28/07,0
03/29/07,8.2
03/30/07,1
03/31/07,0.2
04/01/07,1.6
04/02/07,0
04/03/07,0
04/04/07,0
04/05/07,0.2
04/06/07,1.4
04/07/07,0
04/08/07,0
04/09/07,0
04/10/07,0
04/11/07,0
04/12/07,0
04/13/07,0
04/14/07,0
04/15/07,0
04/16/07,0.4
04/17/07,0
04/18/07,0.4
04/19/07,0
04/20/07,0
04/21/07,0
04/22/07,9.6
04/23/07,0.2
04/24/07,0
04/25/07,0
04/26/07,0
04/27/07,0
04/28/07,5.4
04/29/07,1.8
04/30/07,2
05/01/07,0.6
05/02/07,0
05/03/07,3.4
05/04/07,3.6
05/05/07,0
05/06/07,0.6
05/07/07,0
05/08/07,0
05/09/07,0
05/10/07,0
05/11/07,0
05/12/07,0
05/13/07,0
05/14/07,0
05/15/07,0.6
05/16/07,5.8
05/17/07,0
05/18/07,12.2
05/19/07,2
05/20/07,0.2
05/21/07,0
05/22/07,1.8
05/23/07,0
05/24/07,0
05/25/07,0
05/26/07,0
05/27/07,0
05/28/07,0
05/29/07,0
05/30/07,7.6
05/31/07,0.4
06/01/07,6
06/02/07,0.6
06/03/07,0
06/04/07,0
06/05/07,0
06/06/07,0.2
06/07/07,0.2
06/08/07,0
06/09/07,0
06/10/07,0
06/11/07,3.4
06/12/07,2.8
06/13/07,1
06/14/07,0.8
06/15/07,0
06/16/07,0.2
06/17/07,0
06/18/07,1
06/19/07,0
06/20/07,2.8
06/21/07,6.8
06/22/07,0
06/23/07,0.2
06/24/07,0
06/25/07,0
06/26/07,0
06/27/07,7.4
06/28/07,12
06/29/07,0.6
06/30/07,0.8
07/01/07,3.6
07/02/07,0
07/03/07,0.6
07/04/07,3
07/05/07,2.6
07/06/07,3.4
07/07/07,7.6
07/08/07,5.2
07/09/07,0
07/10/07,0
07/11/07,0
07/12/07,0.2
07/13/07,8.8
07/14/07,3
07/15/07,1.6
07/16/07,0
07/17/07,0
07/18/07,16.6
07/19/07,3.2
07/20/07,0.4
07/21/07,0.4
07/22/07,0
07/23/07,0
07/24/07,0
07/25/07,0
07/26/07,0.2
07/27/07,0
07/28/07,0.2
07/29/07,0
07/30/07,2
07/31/07,0
08/01/07,1.4
08/02/07,0
08/03/07,0
08/04/07,0.2
08/05/07,1
08/06/07,0.2
08/07/07,0
08/08/07,0
08/09/07,0
08/10/07,0.4
08/11/07,4.4
08/12/07,4
08/13/07,0.6
08/14/07,1.2
08/15/07,0
08/16/07,0
08/17/07,0
08/18/07,1.2
08/19/07,0.4
08/20/07,0
08/21/07,0
08/22/07,0
08/23/07,0
08/24/07,0
08/25/07,0
08/26/07,0
08/27/07,0
08/28/07,0
08/29/07,0
08/30/07,0
08/31/07,0
09/01/07,0
09/02/07,0
09/03/07,0.8
09/04/07,1.4
09/05/07,0
09/06/07,0
09/07/07,0
09/08/07,0
09/09/07,0
09/10/07,0.6
09/11/07,1.8
09/12/07,3
09/13/07,0
09/14/07,0
09/15/07,0.6
09/16/07,0
09/17/07,1.2
09/18/07,0
09/19/07,0
09/20/07,2.2
09/21/07,0
09/22/07,0.4
09/23/07,0
09/24/07,0
09/25/07,0
09/26/07,0
09/27/07,0.2
09/28/07,5.8
09/29/07,0.6
09/30/07,0
10/01/07,2.6
10/02/07,0
10/03/07,0
10/04/07,0
10/05/07,0.2
10/06/07,4
10/07/07,0.2
10/08/07,0
10/09/07,0
10/10/07,0
10/11/07,0
10/12/07,5.6
10/13/07,1.4
10/14/07,0
10/15/07,0
10/16/07,0
10/17/07,0.8
10/18/07,0
10/19/07,0
10/20/07,0
10/21/07,0
10/22/07,0
10/23/07,1.2
10/24/07,0
10/25/07,0
10/26/07,1.4
10/27/07,0
10/28/07,0
10/29/07,0
10/30/07,0
10/31/07,0
11/01/07,0
11/02/07,5.8
11/03/07,0
11/04/07,27.4
11/05/07,3
11/06/07,0
11/07/07,0
11/08/07,0
11/09/07,0
11/10/07,0
11/11/07,0
11/12/07,0
11/13/07,0
11/14/07,0
11/15/07,0
11/16/07,0
11/17/07,0
11/18/07,1.4
11/19/07,1
11/20/07,0
11/21/07,12.2
11/22/07,14.6
