Date,Rainfall amount (millimetres)
11/23/07,0.8
11/24/07,0
11/25/07,0
11/26/07,0
11/27/07,0
11/28/07,0
11/29/07,0
11/30/07,0
12/01/07,0
12/02/07,0
12/03/07,3.4
12/04/07,5.4
12/05/07,0
12/06/07,0
12/07/07,0
12/08/07,0
12/09/07,0
12/10/07,0
12/11/07,0
12/12/07,0
12/13/07,0
12/14/07,0
12/15/07,2.4
12/16/07,9.2
12/17/07,0
12/18/07,0
12/19/07,0
12/20/07,4.2
12/21/07,14.8
12/22/07,24.2
12/23/07,7.2
12/24/07,0
12/25/07,0.4
12/26/07,0
12/27/07,0
12/28/07,0
12/29/07,0
12/30/07,0
12/31/07,0
01/01/08,0
01/02/08,0
01/03/08,0
01/04/08,0
01/05/08,0
01/06/08,0
01/07/08,0
01/08/08,0
01/09/08,0
01/10/08,0
01/11/08,0
01/12/08,0
01/13/08,0
01/14/08,0
01/15/08,0
01/16/08,0
01/17/08,0
01/18/08,0
01/19/08,0.6
01/20/08,29.6
01/21/08,0.4
01/22/08,0
01/23/08,0
01/24/08,0
01/25/08,0
01/26/08,0
01/27/08,0
01/28/08,0
01/29/08,0
01/30/08,0
01/31/08,2.2
02/01/08,5.2
02/02/08,0
02/03/08,0
02/04/08,0
02/05/08,0
02/06/08,0
02/07/08,3.8
02/08/08,0.6
02/09/08,1.4
02/10/08,1.4
02/11/08,0
02/12/08,0
02/13/08,0.4
02/14/08,0.4
02/15/08,0
02/16/08,0
02/17/08,0
02/18/08,0
02/19/08,0
02/20/08,0.6
02/21/08,4.6
02/22/08,0
02/23/08,1.4
02/24/08,0
02/25/08,0
02/26/08,0
02/27/08,0
02/28/08,3.6
02/29/08,1.2
03/01/08,0
03/02/08,0
03/03/08,0
03/04/08,0
03/05/08,0
03/06/08,0
03/07/08,0
03/08/08,1.4
03/09/08,0
03/10/08,0
03/11/08,0
03/12/08,0
03/13/08,0
03/14/08,0
03/15/08,0
03/16/08,0
03/17/08,0
03/18/08,0
03/19/08,0
03/20/08,0
03/21/08,0
03/22/08,0
03/23/08,0
03/24/08,0
03/25/08,13.6
03/26/08,0
03/27/08,24.8
03/28/08,28.6
03/29/08,0
03/30/08,2.4
03/31/08,0
04/01/08,0.2
04/02/08,0
04/03/08,4.4
04/04/08,0.8
04/05/08,0
04/06/08,0
04/07/08,0
04/08/08,0
04/09/08,0
04/10/08,0
04/11/08,0.2
04/12/08,0
04/13/08,0.2
04/14/08,0
04/15/08,0.6
04/16/08,0
04/17/08,0
04/18/08,0
04/19/08,0
04/20/08,0
04/21/08,0
04/22/08,0
04/23/08,0
04/24/08,0
04/25/08,0
04/26/08,0.4
04/27/08,8
04/28/08,0
04/29/08,1.6
04/30/08,0
05/01/08,0
05/02/08,6.4
05/03/08,4.8
05/04/08,0
05/05/08,0
05/06/08,0.4
05/07/08,4
05/08/08,0
05/09/08,0
05/10/08,0
05/11/08,0
05/12/08,0
05/13/08,0
05/14/08,0
05/15/08,0
05/16/08,0
05/17/08,6.4
05/18/08,17.2
05/19/08,0
05/20/08,0.6
05/21/08,0.8
05/22/08,0
05/23/08,0
05/24/08,0
05/25/08,0
05/26/08,0
05/27/08,2.4
05/28/08,1
05/29/08,0
05/30/08,0
05/31/08,0
06/01/08,0.2
06/02/08,0
06/03/08,0
06/04/08,0
06/05/08,0
06/06/08,0
06/07/08,0.4
06/08/08,0
06/09/08,0
06/10/08,0
06/11/08,0.2
06/12/08,0
06/13/08,5.2
06/14/08,1.8
06/15/08,0.2
06/16/08,0
06/17/08,0
06/18/08,0
06/19/08,0
06/20/08,2.8
06/21/08,1.2
06/22/08,1.4
06/23/08,0.8
06/24/08,0.2
06/25/08,0
06/26/08,0
06/27/08,0
06/28/08,0
06/29/08,0
06/30/08,0
07/01/08,2
07/02/08,0.6
07/03/08,1.4
07/04/08,0.6
07/05/08,0
07/06/08,0
07/07/08,0
07/08/08,5
07/09/08,1.2
07/10/08,3
07/11/08,0.2
07/12/08,0
07/13/08,0
07/14/08,0
07/15/08,0
07/16/08,0
07/17/08,0
07/18/08,0.8
07/19/08,1.6
07/20/08,0.8
07/21/08,13.8
07/22/08,2.4
07/23/08,0.8
07/24/08,0
07/25/08,0
07/26/08,0
07/27/08,8.2
07/28/08,1.6
07/29/08,0
07/30/08,0
07/31/08,0.4
08/01/08,0.4
08/02/08,0.6
08/03/08,0
08/04/08,0.2
08/05/08,0.2
08/06/08,0
08/07/08,0
08/08/08,0.4
08/09/08,1.8
08/10/08,4.8
08/11/08,11.4
08/12/08,0.6
08/13/08,1.6
08/14/08,0.2
08/15/08,0.2
08/16/08,2.2
08/17/08,4.2
08/18/08,0.4
08/19/08,0
08/20/08,0
08/21/08,0
08/22/08,14
08/23/08,0.6
08/24/08,0.2
08/25/08,0
08/26/08,0
08/27/08,0
08/28/08,0
08/29/08,0.4
08/30/08,0
08/31/08,0.4
09/01/08,0.8
09/02/08,0.8
09/03/08,0.4
09/04/08,0
09/05/08,0
09/06/08,0
09/07/08,0
09/08/08,0.2
09/09/08,0.2
09/10/08,0
09/11/08,0
09/12/08,0
09/13/08,0
09/14/08,0
09/15/08,0
09/16/08,2
09/17/08,0
09/18/08,0
09/19/08,0
09/20/08,0.2
09/21/08,0.4
09/22/08,0
09/23/08,6.4
09/24/08,0
09/25/08,0
09/26/08,0
09/27/08,0
09/28/08,0
09/29/08,0.6
09/30/08,0
10/01/08,0
10/02/08,0
10/03/08,0
10/04/08,4.4
10/05/08,0
10/06/08,1
10/07/08,2
10/08/08,1.6
10/09/08,0
10/10/08,0
10/11/08,0
10/12/08,0
10/13/08,0
10/14/08,0
10/15/08,0
10/16/08,0
10/17/08,0
10/18/08,0
10/19/08,0
10/20/08,0
10/21/08,0
10/22/08,2.6
10/23/08,0
10/24/08,0
10/25/08,0
10/26/08,0
10/27/08,0
10/28/08,2.2
10/29/08,0
10/30/08,0
10/31/08,0.4
11/01/08,0.2
11/02/08,0
11/03/08,2.8
11/04/08,2
11/05/08,0
11/06/08,0
11/07/08,0
11/08/08,7.6
11/09/08,0
11/10/08,0
11/11/08,0
11/12/08,0
11/13/08,0
11/14/08,10.2
11/15/08,0
11/16/08,0
11/17/08,0
11/18/08,0
11/19/08,0.4
11/20/08,4
11/21/08,0.2
11/22/08,5.8
11/23/08,15.2
11/24/08,0
11/25/08,0
11/26/08,0
11/27/08,0
11/28/08,0.4
11/29/08,5.4
11/30/08,0
12/01/08,1.4
12/02/08,0
12/03/08,0
12/04/08,0
12/05/08,0.6
12/06/08,0
12/07/08,0.4
12/08/08,0
12/09/08,0
12/10/08,4.8
12/11/08,0
12/12/08,0
12/13/08,36.2
12/14/08,21.8
12/15/08,0.8
12/16/08,0
12/17/08,3.4
12/18/08,1.4
12/19/08,4
12/20/08,0.2
12/21/08,0
12/22/08,0
12/23/08,0
12/24/08,0
12/25/08,0
12/26/08,0
12/27/08,0
12/28/08,0
12/29/08,0
12/30/08,1.8
12/31/08,0
01/01/09,0
01/02/09,0.2
01/03/09,0.6
01/04/09,0
01/05/09,0
01/06/09,0
01/07/09,0
01/08/09,0
01/09/09,0
01/10/09,0
01/11/09,0
01/12/09,0
01/13/09,0
01/14/09,0
01/15/09,0
01/16/09,0
01/17/09,0
01/18/09,0
01/19/09,0
01/20/09,0
01/21/09,0
01/22/09,0
01/23/09,0
01/24/09,0
01/25/09,0
01/26/09,0
01/27/09,0
01/28/09,0
01/29/09,0
01/30/09,0
01/31/09,0
02/01/09,0
02/02/09,0
02/03/09,0
02/04/09,0
02/05/09,0
02/06/09,0
02/07/09,0
02/08/09,0.8
02/09/09,0.6
02/10/09,0
02/11/09,0
02/12/09,0
02/13/09,0
02/14/09,0
02/15/09,0
02/16/09,0
02/17/09,0
02/18/09,0
02/19/09,0
02/20/09,0
02/21/09,0.2
02/22/09,0
02/23/09,0
02/24/09,0
02/25/09,1.2
02/26/09,0.2
02/27/09,0
02/28/09,0
03/01/09,1.6
03/02/09,0
03/03/09,0.8
03/04/09,2.4
03/05/09,2
03/06/09,6.6
03/07/09,0.4
03/08/09,0
03/09/09,0
03/10/09,0
03/11/09,0
03/12/09,5.4
03/13/09,3
03/14/09,0.4
03/15/09,20.4
03/16/09,0.4
03/17/09,0.2
03/18/09,0
03/19/09,0
03/20/09,0
03/21/09,0
03/22/09,0
03/23/09,1.6
03/24/09,0
03/25/09,2.4
03/26/09,0
03/27/09,0
03/28/09,0
03/29/09,0
03/30/09,0
03/31/09,0
04/01/09,0
04/02/09,0
04/03/09,0
04/04/09,18
04/05/09,0
04/06/09,0.2
04/07/09,2.2
04/08/09,1.6
04/09/09,0
04/10/09,0
04/11/09,0
04/12/09,0
04/13/09,0
04/14/09,0
04/15/09,1.2
04/16/09,0
04/17/09,0
04/18/09,0
04/19/09,0
04/20/09,0
04/21/09,0
04/22/09,0
04/23/09,0
04/24/09,0
04/25/09,3.4
04/26/09,2.6
04/27/09,1.8
04/28/09,6.6
04/29/09,1.6
04/30/09,0
05/01/09,0
05/02/09,0
05/03/09,0
05/04/09,0
05/05/09,0
05/06/09,0
05/07/09,0
05/08/09,0.2
05/09/09,3.2
05/10/09,0
05/11/09,0.2
05/12/09,0
05/13/09,0.2
05/14/09,0
05/15/09,0
05/16/09,0.4
05/17/09,0
05/18/09,0
05/19/09,0
05/20/09,0
05/21/09,0
05/22/09,0
05/23/09,0
05/24/09,0
05/25/09,0
05/26/09,4
05/27/09,0
05/28/09,0.6
05/29/09,1.8
05/30/09,0
05/31/09,0
06/01/09,0
06/02/09,0.2
06/03/09,1.8
06/04/09,1.8
06/05/09,0
06/06/09,0
06/07/09,0.6
06/08/09,1.6
06/09/09,3.2
06/10/09,7
06/11/09,6.6
06/12/09,0
06/13/09,0
06/14/09,0.2
06/15/09,0
06/16/09,0
06/17/09,0
06/18/09,0
06/19/09,0
06/20/09,0
06/21/09,0
06/22/09,1.2
06/23/09,0
06/24/09,1.6
06/25/09,0
06/26/09,0
06/27/09,0
06/28/09,0
06/29/09,0
06/30/09,0
07/01/09,2.6
07/02/09,0.2
07/03/09,7.2
07/04/09,1.2
07/05/09,1
07/06/09,0
07/07/09,0.4
07/08/09,0
07/09/09,0
07/10/09,0
07/11/09,2.2
07/12/09,0.6
07/13/09,0
07/14/09,1
07/15/09,0
07/16/09,0
07/17/09,0
07/18/09,0
07/19/09,0
07/20/09,0
07/21/09,0
07/22/09,0
07/23/09,15.6
07/24/09,0
07/25/09,0
07/26/09,0
07/27/09,0
07/28/09,0
07/29/09,0
07/30/09,0.4
07/31/09,7.2
08/01/09,0.2
08/02/09,0.4
08/03/09,3.2
08/04/09,0
08/05/09,5.2
08/06/09,0
08/07/09,1
08/08/09,0
08/09/09,0
08/10/09,0
08/11/09,0.6
08/12/09,5.8
08/13/09,0.4
08/14/09,1
08/15/09,0
08/16/09,0
08/17/09,5.4
08/18/09,0
08/19/09,0
08/20/09,2.8
08/21/09,1
08/22/09,0.2
08/23/09,0
08/24/09,0.2
08/25/09,5.6
08/26/09,4
08/27/09,0
08/28/09,0
08/29/09,0
08/30/09,4.2
08/31/09,0
09/01/09,1.6
09/02/09,0
09/03/09,0
09/04/09,1.4
09/05/09,2.6
09/06/09,0
09/07/09,0.8
09/08/09,4.8
09/09/09,0.8
09/10/09,0
09/11/09,0
09/12/09,0
09/13/09,0
09/14/09,0
09/15/09,0
09/16/09,0
09/17/09,0
09/18/09,12.6
09/19/09,0
09/20/09,2.6
09/21/09,0
09/22/09,16.6
09/23/09,0
09/24/09,0.4
09/25/09,8
09/26/09,11.8
09/27/09,2
09/28/09,3.6
09/29/09,1.6
09/30/09,0
10/01/09,0
10/02/09,0
10/03/09,0
10/04/09,0
10/05/09,0
10/06/09,3
10/07/09,0.8
10/08/09,0.4
10/09/09,0
10/10/09,0
10/11/09,0
10/12/09,0.8
10/13/09,0.8
10/14/09,3.2
10/15/09,1.8
10/16/09,5.4
10/17/09,1.2
10/18/09,0
10/19/09,0
10/20/09,0
10/21/09,0
10/22/09,0
10/23/09,0
10/24/09,0
10/25/09,0
10/26/09,0
10/27/09,0
10/28/09,0
10/29/09,0
10/30/09,0.6
10/31/09,4
11/01/09,4.6
11/02/09,0
11/03/09,0.8
11/04/09,0
11/05/09,0
11/06/09,0
11/07/09,0
11/08/09,0
11/09/09,0
11/10/09,0
11/11/09,0
11/12/09,0
11/13/09,0
11/14/09,0
11/15/09,0
11/16/09,0
11/17/09,0
11/18/09,0
11/19/09,0
11/20/09,0
11/21/09,1.2
11/22/09,45.8
11/23/09,16
11/24/09,0
11/25/09,0
11/26/09,3.6
11/27/09,5.6
11/28/09,4.8
11/29/09,10.6
11/30/09,10.6
12/01/09,0
12/02/09,0
12/03/09,0
12/04/09,0
12/05/09,0
12/06/09,0
12/07/09,0
12/08/09,8.2
12/09/09,13.2
12/10/09,0
12/11/09,11.6
12/12/09,0
12/13/09,0
12/14/09,0
12/15/09,0
12/16/09,0
12/17/09,0
12/18/09,11.2
12/19/09,0.2
12/20/09,0
12/21/09,0
12/22/09,0
12/23/09,0
12/24/09,0
12/25/09,15.8
12/26/09,0
12/27/09,0
12/28/09,0
12/29/09,0
12/30/09,0
12/31/09,0
01/01/10,10.6
01/02/10,5
01/03/10,0
01/04/10,0
01/05/10,0
01/06/10,0
01/07/10,0
01/08/10,0
01/09/10,0
01/10/10,0
01/11/10,0
01/12/10,0
01/13/10,0.2
01/14/10,0
01/15/10,0
01/16/10,0
01/17/10,0
01/18/10,2.6
01/19/10,7.2
01/20/10,0
01/21/10,0
01/22/10,0
01/23/10,0
01/24/10,0
01/25/10,0
01/26/10,0
01/27/10,0
01/28/10,0
01/29/10,0
01/30/10,0
01/31/10,0
02/01/10,1.4
02/02/10,0
02/03/10,0
02/04/10,0
02/05/10,15
02/06/10,2
02/07/10,0
02/08/10,0
02/09/10,0
02/10/10,0
02/11/10,0
02/12/10,35.2
02/13/10,0
02/14/10,9.2
02/15/10,0
02/16/10,0
02/17/10,0
02/18/10,0
02/19/10,0
02/20/10,0
02/21/10,0
02/22/10,0
02/23/10,0
02/24/10,0
02/25/10,0
02/26/10,0
02/27/10,0
02/28/10,0
03/01/10,0.4
03/02/10,0
03/03/10,0
03/04/10,0
03/05/10,1
03/06/10,1.2
03/07/10,39.2
03/08/10,27.2
03/09/10,7
03/10/10,0
03/11/10,0.2
03/12/10,0
03/13/10,0
03/14/10,0
03/15/10,0
03/16/10,0
03/17/10,0
03/18/10,0
03/19/10,0
03/20/10,0.2
03/21/10,0
03/22/10,0
03/23/10,0
03/24/10,0
03/25/10,0
03/26/10,0
03/27/10,0
03/28/10,0
03/29/10,8
03/30/10,0.4
03/31/10,0
04/01/10,0
04/02/10,0
04/03/10,0
04/04/10,0
04/05/10,0
04/06/10,0
04/07/10,6.8
04/08/10,0.2
04/09/10,0
04/10/10,0.2
04/11/10,3.6
04/12/10,0.4
04/13/10,0.6
04/14/10,0
04/15/10,0
04/16/10,0
04/17/10,0
04/18/10,0
04/19/10,0
04/20/10,0
04/21/10,1
04/22/10,0
04/23/10,0
04/24/10,5
04/25/10,0.4
04/26/10,0
04/27/10,0
04/28/10,0.8
04/29/10,2.2
04/30/10,0.2
05/01/10,0
05/02/10,0
05/03/10,0
05/04/10,0
05/05/10,4.2
05/06/10,2.2
05/07/10,0
05/08/10,4.8
05/09/10,0
05/10/10,0
05/11/10,3.8
05/12/10,0
05/13/10,0.2
05/14/10,1
05/15/10,0
05/16/10,0
05/17/10,0
05/18/10,0
05/19/10,0
05/20/10,0
05/21/10,0
05/22/10,0
05/23/10,0
05/24/10,0
05/25/10,4.2
05/26/10,1.8
05/27/10,0
05/28/10,0.4
05/29/10,1.8
05/30/10,0.6
05/31/10,0
06/01/10,0
06/02/10,0
06/03/10,0
06/04/10,0
06/05/10,0
06/06/10,16.8
06/07/10,4.8
06/08/10,0
06/09/10,2.6
06/10/10,2.8
06/11/10,0.6
06/12/10,2.8
06/13/10,0.2
06/14/10,0
06/15/10,0
06/16/10,0
06/17/10,0
06/18/10,4.6
06/19/10,3.8
06/20/10,0.6
06/21/10,1.8
06/22/10,0
06/23/10,0
06/24/10,0
06/25/10,0.4
06/26/10,11.8
06/27/10,8
06/28/10,0
06/29/10,0
06/30/10,1.8
07/01/10,0
07/02/10,0
07/03/10,3.8
07/04/10,0
07/05/10,0
07/06/10,0
07/07/10,0
07/08/10,0
07/09/10,0
07/10/10,0
07/11/10,0
07/12/10,0
07/13/10,0
07/14/10,1.2
07/15/10,5.2
07/16/10,0
07/17/10,0
07/18/10,0
07/19/10,8.6
07/20/10,0
07/21/10,5.6
07/22/10,0
07/23/10,2
07/24/10,0
07/25/10,0
07/26/10,0
07/27/10,0
07/28/10,0
07/29/10,4.4
07/30/10,0
07/31/10,0
08/01/10,3.4
08/02/10,6
08/03/10,4.4
08/04/10,0
08/05/10,4.8
08/06/10,2.2
08/07/10,0
08/08/10,0
08/09/10,0
08/10/10,1.4
08/11/10,7.2
08/12/10,16.2
08/13/10,1.8
08/14/10,0
08/15/10,0
08/16/10,6
08/17/10,1.4
08/18/10,0
08/19/10,0
08/20/10,0.8
08/21/10,1.2
08/22/10,0.2
08/23/10,0
08/24/10,1.4
08/25/10,8.2
08/26/10,0.2
08/27/10,1.2
08/28/10,0.2
08/29/10,0
08/30/10,0
08/31/10,0
09/01/10,5.8
09/02/10,6.2
09/03/10,0
09/04/10,9.6
09/05/10,3.8
09/06/10,1.8
09/07/10,11.2
09/08/10,0
09/09/10,0
09/10/10,2.6
09/11/10,0.6
09/12/10,0
09/13/10,0
09/14/10,0
09/15/10,0
09/16/10,1.2
09/17/10,0.6
09/18/10,0
09/19/10,3
09/20/10,0
09/21/10,0.4
09/22/10,0
09/23/10,0
09/24/10,0
09/25/10,0
09/26/10,0.4
09/27/10,0.2
09/28/10,4.4
09/29/10,1.2
09/30/10,0
10/01/10,0
10/02/10,0
10/03/10,0
10/04/10,0
10/05/10,1.8
10/06/10,0
10/07/10,17.4
10/08/10,0
10/09/10,0
10/10/10,0
10/11/10,0
10/12/10,0
10/13/10,9.4
10/14/10,4
10/15/10,12
10/16/10,22.6
10/17/10,1.6
10/18/10,0
10/19/10,1.4
10/20/10,0
10/21/10,0
10/22/10,0
10/23/10,6.8
10/24/10,1.8
10/25/10,0
10/26/10,0
10/27/10,2.4
10/28/10,0
10/29/10,0
10/30/10,2.2
10/31/10,61.4
11/01/10,3.8
11/02/10,0.6
11/03/10,4
11/04/10,5.2
11/05/10,0
11/06/10,0
11/07/10,0.2
11/08/10,0
11/09/10,0
11/10/10,0
11/11/10,0
11/12/10,0
11/13/10,20
11/14/10,15.6
11/15/10,1.2
11/16/10,0.2
11/17/10,0
11/18/10,0
11/19/10,2.6
11/20/10,0
11/21/10,0.2
11/22/10,0.2
11/23/10,0
11/24/10,0
11/25/10,23
11/26/10,1.8
11/27/10,14.2
11/28/10,21.4
11/29/10,0.6
11/30/10,0.4
12/01/10,0.2
12/02/10,5
12/03/10,7.8
12/04/10,0.2
12/05/10,0
12/06/10,0
12/07/10,2.4
12/08/10,2.8
12/09/10,28.8
12/10/10,2.4
12/11/10,0.2
12/12/10,0.4
12/13/10,4.6
12/14/10,0
12/15/10,0
12/16/10,0.8
12/17/10,0
12/18/10,2.8
12/19/10,2.8
12/20/10,22.2
12/21/10,0
12/22/10,1.4
12/23/10,0
12/24/10,0
12/25/10,0
12/26/10,0
12/27/10,0.4
12/28/10,0
12/29/10,0
12/30/10,0
12/31/10,0
01/01/11,0
01/02/11,0
01/03/11,0
01/04/11,0
01/05/11,0
01/06/11,0
01/07/11,0
01/08/11,0
01/09/11,0.6
01/10/11,0.2
01/11/11,7
01/12/11,15.4
01/13/11,4.8
01/14/11,28.2
01/15/11,22.4
01/16/11,0
01/17/11,0
01/18/11,0
01/19/11,0
01/20/11,0
01/21/11,0
01/22/11,0
01/23/11,0
01/24/11,4.6
01/25/11,0
01/26/11,6.2
01/27/11,0.2
01/28/11,0
01/29/11,0
01/30/11,0
01/31/11,0
02/01/11,0
02/02/11,0
02/03/11,0
02/04/11,2.4
02/05/11,82.4
02/06/11,2
02/07/11,2.6
02/08/11,3.2
02/09/11,0
02/10/11,0
02/11/11,1.8
02/12/11,4.4
02/13/11,0
02/14/11,0
02/15/11,0
02/16/11,0
02/17/11,4.6
02/18/11,0
02/19/11,15.4
02/20/11,0
02/21/11,0.6
02/22/11,0.2
02/23/11,0
02/24/11,0
02/25/11,0
02/26/11,0
02/27/11,9.8
02/28/11,2
03/01/11,0.2
03/02/11,0.4
03/03/11,0
03/04/11,0
03/05/11,0
03/06/11,0
03/07/11,0
03/08/11,0
03/09/11,0.2
03/10/11,11.2
03/11/11,0.2
03/12/11,0
03/13/11,0
03/14/11,6.2
03/15/11,0.2
03/16/11,0
03/17/11,0
03/18/11,0
03/19/11,0
03/20/11,2
03/21/11,0.2
03/22/11,0
03/23/11,0
03/24/11,0
03/25/11,9.4
03/26/11,0.2
03/27/11,0
03/28/11,0
03/29/11,0
03/30/11,0
03/31/11,0
04/01/11,0
04/02/11,0
04/03/11,0
04/04/11,2.4
04/05/11,0.2
04/06/11,0
04/07/11,0
04/08/11,0
04/09/11,0
04/10/11,17.6
04/11/11,1.4
04/12/11,51
04/13/11,13
04/14/11,1.2
04/15/11,0.4
04/16/11,0
04/17/11,0
04/18/11,8.4
04/19/11,0
04/20/11,0
04/21/11,14.6
04/22/11,3.8
04/23/11,0.2
04/24/11,0
04/25/11,0
04/26/11,0
04/27/11,0
04/28/11,0
04/29/11,0
04/30/11,0
05/01/11,0
05/02/11,21.2
05/03/11,0
05/04/11,0
05/05/11,0.6
05/06/11,0
05/07/11,0
05/08/11,0
05/09/11,6.8
05/10/11,0
05/11/11,4.2
05/12/11,6.8
05/13/11,11
05/14/11,8
05/15/11,1.4
05/16/11,0
05/17/11,0
05/18/11,0
05/19/11,0
05/20/11,0
05/21/11,0
05/22/11,0
05/23/11,3.4
05/24/11,1.2
05/25/11,1.2
05/26/11,0
05/27/11,1.6
05/28/11,1
05/29/11,0
05/30/11,0
05/31/11,0
06/01/11,0
06/02/11,0
06/03/11,0
06/04/11,0
06/05/11,0.2
06/06/11,4.6
06/07/11,0
06/08/11,6.6
06/09/11,2.6
06/10/11,0
06/11/11,0
06/12/11,0
06/13/11,0
06/14/11,0.2
06/15/11,0
06/16/11,0
06/17/11,4.4
06/18/11,1.4
06/19/11,0
06/20/11,0.4
06/21/11,7.2
06/22/11,4.2
06/23/11,0.2
06/24/11,0.4
06/25/11,0
06/26/11,0
06/27/11,0
06/28/11,0
06/29/11,0
06/30/11,0
07/01/11,0
07/02/11,0
07/03/11,0
07/04/11,0.2
07/05/11,0
07/06/11,1.8
07/07/11,2.4
07/08/11,0
07/09/11,0
07/10/11,0
07/11/11,3.2
07/12/11,0
07/13/11,0.4
07/14/11,7.2
07/15/11,0.2
07/16/11,0
07/17/11,0
07/18/11,9.2
07/19/11,0.6
07/20/11,0.2
07/21/11,0
07/22/11,0.8
07/23/11,0
07/24/11,3.4
07/25/11,1.8
07/26/11,5.2
07/27/11,0.2
07/28/11,0.2
07/29/11,0
07/30/11,0
07/31/11,0.4
08/01/11,0
08/02/11,0.4
08/03/11,0
08/04/11,0
08/05/11,0
08/06/11,0
08/07/11,4
08/08/11,0.8
08/09/11,0.2
08/10/11,1.2
08/11/11,3.4
08/12/11,0
08/13/11,0
08/14/11,0
08/15/11,0.2
08/16/11,2.8
08/17/11,0
08/18/11,3.6
08/19/11,2.2
08/20/11,0
08/21/11,0
08/22/11,0
08/23/11,0
08/24/11,0
08/25/11,0
08/26/11,0
08/27/11,0
08/28/11,0
08/29/11,0.2
08/30/11,0
08/31/11,0
09/01/11,0
09/02/11,0
09/03/11,0
09/04/11,0
09/05/11,0
09/06/11,0
09/07/11,0
09/08/11,0
09/09/11,7.8
09/10/11,8
09/11/11,0.6
09/12/11,0.2
09/13/11,0
09/14/11,0.2
09/15/11,0.6
09/16/11,0
09/17/11,0
09/18/11,0
09/19/11,0.2
09/20/11,3.8
09/21/11,0
09/22/11,0
09/23/11,0
09/24/11,0
09/25/11,0
09/26/11,0
09/27/11,0
09/28/11,0
09/29/11,46.8
09/30/11,3.8
10/01/11,10.6
10/02/11,3.2
10/03/11,0.2
10/04/11,0
10/05/11,0
10/06/11,0
10/07/11,0
10/08/11,2
10/09/11,0.6
10/10/11,0.8
10/11/11,2
10/12/11,0
10/13/11,0.2
10/14/11,0
10/15/11,0
10/16/11,1.2
10/17/11,1.2
10/18/11,0
10/19/11,0
10/20/11,0
10/21/11,4.4
10/22/11,2.2
10/23/11,4.8
10/24/11,0.2
10/25/11,7.6
10/26/11,0
10/27/11,0
10/28/11,0
10/29/11,18.2
10/30/11,3
10/31/11,1.8
